date,close
2025-04-26,34.49
2025-04-27,33.84
2025-04-28,33.07
2025-05-01,32.07
2025-05-02,31.73
2025-05-03,31.17
2025-05-04,31.13
2025-05-05,31.00
2025-05-06,30.59
2025-05-07,30.30
2025-05-08,30.09
2025-05-09,29.36
2025-05-10,29.83
2025-05-11,29.62
2025-05-12,29.05
2025-05-13,29.07
2025-05-14,29.22
2025-05-15,30.17
2025-05-16,29.93
2025-05-17,30.12
2025-05-18,31.03
2025-05-19,31.19
2025-05-20,31.41
2025-05-21,32.04
2025-05-22,32.99
2025-05-23,33.24
2025-05-24,34.00
2025-05-25,35.12
2025-05-26,35.57
2025-05-27,36.15
2025-05-28,37.04
2025-06-01,37.32
2025-06-02,38.42
2025-06-03,39.19
2025-06-04,39.68
2025-06-05,40.30
2025-06-06,41.77
2025-06-07,42.03
2025-06-08,42.35
2025-06-09,43.33
2025-06-10,44.08
2025-06-11,43.78
2025-06-12,44.21
2025-06-13,44.73
2025-06-14,45.64
2025-06-15,45.35
2025-06-16,46.10
2025-06-17,46.23
2025-06-18,46.18
2025-06-19,45.87
2025-06-20,46.58
2025-06-21,46.30
2025-06-22,45.85
2025-06-23,45.32
2025-06-24,45.45
2025-06-25,44.85
2025-06-26,44.63
2025-06-27,43.92
2025-06-28,43.73
2025-07-01,42.62
2025-07-02,42.28
2025-07-03,42.34
2025-07-04,41.61
2025-07-05,40.37
2025-07-06,40.25
2025-07-07,39.01
2025-07-08,38.94
2025-07-09,38.05
2025-07-10,37.03
2025-07-11,36.18
2025-07-12,35.28
2025-07-13,35.51
2025-07-14,34.05
2025-07-15,34.26
2025-07-16,33.86
2025-07-17,32.97
2025-07-18,32.12
2025-07-19,32.41
2025-07-20,32.17
2025-07-21,31.61
2025-07-22,31.18
2025-07-23,30.88
2025-07-24,30.74
2025-07-25,30.55
2025-07-26,31.04
2025-07-27,30.89
2025-07-28,30.79
2025-08-01,30.92
2025-08-02,31.75
2025-08-03,31.71
2025-08-04,32.30
2025-08-05,32.57
2025-08-06,33.61
2025-08-07,34.18
2025-08-08,33.88
2025-08-09,34.68
2025-08-10,35.46
2025-08-11,36.80
2025-08-12,37.29
2025-08-13,37.57
2025-08-14,38.18
2025-08-15,39.37
2025-08-16,40.27
2025-08-17,41.10
2025-08-18,41.23
2025-08-19,42.47
2025-08-20,42.96
2025-08-21,43.41
2025-08-22,44.53
2025-08-23,44.36
2025-08-24,45.39
2025-08-25,45.24
2025-08-26,45.77
2025-08-27,46.90
2025-08-28,46.53
2025-09-01,47.35
2025-09-02,47.40
2025-09-03,47.79
2025-09-04,47.40
2025-09-05,47.39
2025-09-06,47.30
2025-09-07,47.77
2025-09-08,47.33
2025-09-09,47.45
2025-09-10,47.09
2025-09-11,45.99
2025-09-12,46.01
2025-09-13,45.11
2025-09-14,44.54
2025-09-15,44.04
2025-09-16,44.25
2025-09-17,43.56
2025-09-18,42.96
2025-09-19,41.81
2025-09-20,41.40
2025-09-21,40.88
2025-09-22,39.78
2025-09-23,39.27
2025-09-24,38.24
2025-09-25,37.41
2025-09-26,36.94
2025-09-27,36.92
2025-09-28,35.98
2025-10-01,35.76
2025-10-02,34.75
2025-10-03,34.07
2025-10-04,34.13
2025-10-05,33.77
2025-10-06,32.61
2025-10-07,32.97
2025-10-08,32.16
2025-10-09,32.02
2025-10-10,32.68
2025-10-11,31.79
2025-10-12,32.01
2025-10-13,32.84
2025-10-14,32.42
2025-10-15,32.33
2025-10-16,32.65
2025-10-17,33.06
2025-10-18,33.95
2025-10-19,33.75
2025-10-20,35.05
2025-10-21,35.05
2025-10-22,36.23
2025-10-23,36.79
2025-10-24,36.82
2025-10-25,37.46
2025-10-26,38.39
2025-10-27,38.73
2025-10-28,40.01
2025-11-01,40.14
2025-11-02,40.85
2025-11-03,42.55
2025-11-04,42.58
2025-11-05,43.59
2025-11-06,44.12
2025-11-07,44.64
2025-11-08,45.01
2025-11-09,46.44
2025-11-10,47.03
2025-11-11,47.52
2025-11-12,47.11
2025-11-13,47.60
2025-11-14,48.33
2025-11-15,48.97
2025-11-16,48.74
2025-11-17,49.04
2025-11-18,49.09
2025-11-19,48.71
2025-11-20,48.95
2025-11-21,48.61
2025-11-22,48.37
2025-11-23,47.98
2025-11-24,47.89
2025-11-25,48.24
2025-11-26,47.30
2025-11-27,47.05
2025-11-28,46.55
2025-12-01,46.30
2025-12-02,45.17
2025-12-03,44.48
2025-12-04,43.86
2025-12-05,43.19
2025-12-06,43.04
2025-12-07,42.39
2025-12-08,41.10
2025-12-09,40.44
2025-12-10,39.96
2025-12-11,39.31
2025-12-12,38.66
2025-12-13,37.67
2025-12-14,36.84
2025-12-15,36.48
2025-12-16,35.77
2025-12-17,35.75
2025-12-18,34.82
2025-12-19,34.42
2025-12-20,34.63
2025-12-21,33.99
2025-12-22,34.26
2025-12-23,33.79
2025-12-24,34.06
2025-12-25,33.30
2025-12-26,33.67
2025-12-27,34.05
2025-12-28,33.48
2025-01-01,34.56
2025-01-02,34.06
2025-01-03,34.99
2025-01-04,35.59
2025-01-05,35.87
2025-01-06,35.86
2025-01-07,36.18
2025-01-08,37.17
2025-01-09,38.20
2025-01-10,38.22
2025-01-11,39.50
2025-01-12,39.45
2025-01-13,40.94
2025-01-14,40.79
2025-01-15,41.82
2025-01-16,43.14
2025-01-17,43.77
2025-01-18,44.60
2025-01-19,45.23
2025-01-20,45.82
2025-01-21,46.41
2025-01-22,46.52
2025-01-23,47.36
2025-01-24,47.62
2025-01-25,48.67
2025-01-26,49.06
2025-01-27,49.04
2025-01-28,49.18
2025-02-01,50.35
2025-02-02,50.41
2025-02-03,50.30
2025-02-04,50.37
2025-02-05,50.70
2025-02-06,50.26
2025-02-07,50.10
2025-02-08,49.87
2025-02-09,49.55
2025-02-10,49.03
2025-02-11,49.30
2025-02-12,48.67
2025-02-13,48.37
2025-02-14,47.37
2025-02-15,47.12
2025-02-16,46.32
2025-02-17,45.70
2025-02-18,45.19
2025-02-19,45.10
2025-02-20,43.99
2025-02-21,43.30
2025-02-22,42.81
2025-02-23,41.74
2025-02-24,40.82
2025-02-25,40.66
2025-02-26,39.97
2025-02-27,39.48
2025-02-28,38.66
2025-03-01,38.32
2025-03-02,37.83
2025-03-03,36.84
2025-03-04,36.64
2025-03-05,36.22
2025-03-06,35.62
2025-03-07,35.52
2025-03-08,35.43
